name	Band	average	max_error	maximum	median	minimum	p80_threshold	p85_threshold	p90_threshold	sigma	total
world	3_bands_model_chl_conc	3.2030	0.0077	9.5591	3.0466	1.8338	3.6801	3.8346	4.0200	0.7141	802
world	MCI	-0.0000	0.0000	0.0001	-0.0000	-0.0000	-0.0000	-0.0000	-0.0000	0.0000	8800
world	conc_chl	0.4451	0.0102	10.2032	0.4225	0.0043	0.5244	0.5652	0.6570	0.6097	802
world	conc_tsm	0.2042	0.0020	2.0560	0.1776	0.0098	0.2779	0.3024	0.3638	0.1871	802
world	empirical_2_bands_equation1	4.2773	0.0158	16.7577	4.6547	0.9574	5.4447	5.6027	5.8871	1.7102	802
world	empirical_2_bands_equation2	1.4643	0.0107	10.5045	1.5796	-0.2226	2.1159	2.1696	2.2661	1.0355	802
world	empirical_3_bands_equation1	9.8576	0.0046	14.0192	9.8058	9.4094	9.9441	9.9810	10.0317	0.3555	802
world	empirical_3_bands_equation3	5.2301	0.0061	10.7410	5.1595	4.6807	5.3352	5.3776	5.4443	0.4551	802
world	kd_z90max	21.9675	0.0897	91.1447	15.5776	1.3975	29.8474	37.9246	48.2456	16.9826	802
