name	Band	average	max_error	maximum	median	minimum	p80_threshold	p85_threshold	p90_threshold	sigma	total
world	3_bands_model_chl_conc	7.9242	0.0149	18.0086	7.9059	3.0638	9.7441	10.3120	10.7454	2.4485	804
world	MCI	0.0000	0.0000	0.0002	-0.0000	-0.0000	-0.0000	-0.0000	-0.0000	0.0000	8800
world	conc_chl	8.9122	0.0198	19.8381	8.9531	0.0110	13.2357	14.3064	15.7538	5.0192	804
world	conc_tsm	0.8991	0.0026	2.5741	0.9835	0.0127	1.1500	1.2166	1.3549	0.4353	804
world	empirical_2_bands_equation1	11.6600	0.0255	26.4025	12.0229	0.9518	15.7387	16.6803	18.0547	5.2042	804
world	empirical_2_bands_equation2	7.3165	0.0179	17.7207	7.7339	-0.1769	10.2216	10.8480	11.5460	3.6741	804
world	empirical_3_bands_equation1	12.7754	0.0089	18.4234	12.8491	9.5612	14.0366	14.3468	14.6481	1.6073	804
world	empirical_3_bands_equation3	9.0691	0.0126	17.4395	9.1150	4.8648	10.7623	11.2024	11.6425	2.1907	804
world	kd_z90max	8.3216	0.0835	84.4329	2.4992	0.9123	3.7520	4.4202	29.3928	16.8226	804
