name	Band	average	max_error	maximum	median	minimum	p80_threshold	p85_threshold	p90_threshold	sigma	total
world	3_bands_model_chl_conc	2.5960	0.0046	6.2835	2.4090	1.7038	2.9998	3.1830	3.5173	0.6215	797
world	MCI	0.0000	0.0000	0.0000	-0.0000	-0.0000	-0.0000	-0.0000	-0.0000	0.0000	8800
world	conc_chl	0.6573	0.0064	6.4241	0.6653	0.0040	0.9670	1.0056	1.0569	0.4244	797
world	conc_tsm	0.3495	0.0017	1.6735	0.3463	0.0083	0.4846	0.5195	0.5728	0.1997	797
world	empirical_2_bands_equation1	5.3466	0.0133	14.3451	5.9483	0.9957	6.1886	6.2287	6.2954	1.4240	797
world	empirical_2_bands_equation2	1.8941	0.0083	8.0261	2.1900	-0.2875	2.2731	2.3147	2.3479	0.7773	797
world	empirical_3_bands_equation1	9.7030	0.0030	12.3424	9.6456	9.3559	9.8009	9.8546	9.9233	0.2444	797
world	empirical_3_bands_equation3	5.0390	0.0038	8.4240	4.9702	4.6161	5.1568	5.2254	5.3091	0.3045	797
world	kd_z90max	21.8826	0.0865	88.7327	17.5627	2.2564	24.7402	31.8313	43.9380	13.7521	797
