name	Band	average	max_error	maximum	median	minimum	p80_threshold	p85_threshold	p90_threshold	sigma	total
world	3_bands_model_chl_conc	3.0471	0.0060	8.0246	3.0094	2.0040	3.2382	3.3105	3.5453	0.5529	362
world	MCI	-0.0000	0.0000	0.0001	-0.0000	-0.0000	-0.0000	-0.0000	-0.0000	0.0000	8800
world	conc_chl	0.4885	0.0116	11.5768	0.4345	0.0064	0.6428	0.6891	0.7353	0.8648	362
world	conc_tsm	0.0720	0.0008	0.8375	0.0456	0.0109	0.0770	0.1002	0.1274	0.0852	362
world	empirical_2_bands_equation1	2.7200	0.0150	16.0358	2.4104	1.0463	3.1748	3.4896	3.9093	1.3234	362
world	empirical_2_bands_equation2	0.4358	0.0098	9.5063	0.2335	-0.3270	0.6170	0.7940	1.0103	0.8328	362
world	empirical_3_bands_equation1	9.6037	0.0040	13.2743	9.5470	9.3049	9.6423	9.6939	9.7892	0.3089	362
world	empirical_3_bands_equation3	4.9187	0.0051	9.6959	4.8477	4.5546	4.9608	5.0276	5.1459	0.3955	362
world	kd_z90max	34.8621	0.0735	75.1796	37.4201	1.7176	44.6194	46.4560	50.4964	13.9725	362
