name	Band	average	max_error	maximum	median	minimum	p80_threshold	p85_threshold	p90_threshold	sigma	total
world	3_bands_model_chl_conc	10.6255	0.0201	23.1201	11.5122	3.0371	14.1230	14.8459	15.7095	4.5332	563
world	MCI	0.0000	0.0000	0.0005	-0.0000	-0.0000	-0.0000	-0.0000	-0.0000	0.0000	8800
world	conc_chl	7.9442	0.0183	18.2982	7.7986	0.0062	14.6946	15.5361	16.3043	6.1450	563
world	conc_tsm	0.7497	0.0065	6.4886	0.6492	0.0147	0.9599	1.1282	1.4714	0.7142	563
world	empirical_2_bands_equation1	17.9081	0.0348	36.0861	19.2953	1.3225	23.7798	24.9270	26.6651	7.4587	563
world	empirical_2_bands_equation2	11.0830	0.0221	22.0315	12.4717	-0.0466	14.9886	15.8275	16.7107	5.1038	563
world	empirical_3_bands_equation1	14.5013	0.0113	21.0310	15.1236	9.7789	16.5527	16.9465	17.5091	2.6547	563
world	empirical_3_bands_equation3	11.5920	0.0167	21.8238	12.3421	5.1306	14.4955	15.0965	15.9812	3.7781	563
world	kd_z90max	3.5576	0.0611	61.6812	1.0856	0.5969	3.2236	4.7507	7.3773	7.3198	563
