name	Band	average	max_error	maximum	median	minimum	p80_threshold	p85_threshold	p90_threshold	sigma	total
world	3_bands_model_chl_conc	8.1367	0.0161	18.9207	8.5366	2.8213	10.5007	10.8227	11.2091	2.8848	816
world	MCI	0.0000	0.0000	0.0003	-0.0000	-0.0000	-0.0000	-0.0000	-0.0000	0.0000	8800
world	conc_chl	6.9454	0.0179	17.8588	6.3080	0.0060	12.8957	13.8955	14.7167	5.4899	816
world	conc_tsm	0.6642	0.0045	4.4653	0.7327	0.0111	0.9064	0.9554	1.0311	0.4599	816
world	empirical_2_bands_equation1	13.9014	0.0316	32.6603	15.3184	1.0721	19.0142	19.5512	20.4673	6.1891	816
world	empirical_2_bands_equation2	8.3642	0.0196	19.4250	9.4549	-0.1627	11.7466	12.1188	12.6085	4.1698	816
world	empirical_3_bands_equation1	13.0700	0.0093	19.1417	13.4050	9.7986	14.6290	14.8252	15.0588	1.8763	816
world	empirical_3_bands_equation3	9.4941	0.0135	18.6162	9.8797	5.1548	11.6028	11.8990	12.2355	2.5677	816
world	kd_z90max	5.8553	0.0759	76.6017	1.6739	0.6870	3.7995	5.5455	10.9355	12.6248	816
