name,Band,average,max_error,maximum,median,minimum,p80_threshold,p85_threshold,p90_threshold,sigma,total,date
world,empirical_3_bands_equation1,12.7754,0.0089,18.4234,12.8491,9.5612,14.0366,14.3468,14.6481,1.6073,804,2023-09-10
world,empirical_3_bands_equation3,9.0691,0.0126,17.4395,9.115,4.8648,10.7623,11.2024,11.6425,2.1907,804,2023-09-10
world,kd_z90max,8.3216,0.0835,84.4329,2.4992,0.9123,3.752,4.4202,29.3928,16.8226,804,2023-09-10
world,3_bands_model_chl_conc,8.7961,0.0155,18.5017,8.9827,3.0237,10.933,11.5056,12.1557,2.8026,806,2023-09-15
world,MCI,0.0,0.0,0.0007,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,8800,2023-09-15
world,conc_chl,9.5504,0.0224,22.3818,10.1287,0.0222,13.2591,14.2652,14.9584,4.733,806,2023-09-15
world,conc_tsm,1.474,0.0067,6.7424,1.5002,0.013,2.0318,2.1934,2.476,0.9126,806,2023-09-15
world,empirical_2_bands_equation1,13.5263,0.026,26.9408,14.5411,0.9455,18.0245,18.9083,20.0001,5.7166,806,2023-09-15
world,empirical_2_bands_equation2,8.5469,0.0178,17.6423,9.3178,-0.1832,11.5816,12.2412,12.972,4.0067,806,2023-09-15
world,empirical_3_bands_equation1,13.3393,0.009,18.5604,13.541,9.5489,14.7125,15.0909,15.4424,1.8009,806,2023-09-15
world,empirical_3_bands_equation3,9.8601,0.0128,17.662,10.0772,4.8499,11.7428,12.2937,12.8062,2.479,806,2023-09-15
world,kd_z90max,6.9124,0.0811,81.9984,2.323,0.8626,3.9457,4.8382,7.0289,14.6594,806,2023-09-15
world,3_bands_model_chl_conc,10.1502,0.0168,19.9754,10.7605,3.2211,12.1344,12.3857,12.704,2.7444,802,2023-09-25
world,MCI,0.0,0.0,0.0002,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,8800,2023-09-25
world,conc_chl,14.9696,0.0211,21.1012,17.5817,0.0266,19.7524,20.0053,20.2372,6.4014,802,2023-09-25
world,conc_tsm,0.7978,0.0028,2.8331,0.7843,0.0149,1.0154,1.0887,1.1704,0.3585,802,2023-09-25
world,empirical_2_bands_equation1,15.4681,0.0257,26.7251,16.6322,0.978,19.3872,20.0308,20.8033,5.5451,802,2023-09-25
world,empirical_2_bands_equation2,10.0432,0.0192,19.0316,11.0455,-0.1657,12.7541,13.042,13.4644,3.9077,802,2023-09-25
world,empirical_3_bands_equation1,14.1276,0.0097,19.3423,14.56,9.642,15.3943,15.5398,15.7435,1.762,802,2023-09-25
world,empirical_3_bands_equation3,10.9662,0.014,18.949,11.5085,4.9632,12.7393,12.9491,13.2568,2.4282,802,2023-09-25
world,kd_z90max,5.401,0.0743,75.2192,1.4312,0.9111,2.1,2.5458,7.9703,12.7841,802,2023-09-25
world,3_bands_model_chl_conc,18.3517,0.0236,26.5828,19.5426,2.958,22.3303,22.7083,23.2517,4.9969,868,2024-02-17
world,MCI,0.0,0.0,0.0008,-0.0,-0.0,-0.0,-0.0,-0.0,0.0001,8800,2024-02-17
world,conc_chl,4.3055,0.0195,19.5327,2.8761,0.0056,6.4886,7.7384,9.7496,3.8601,868,2024-02-17
world,conc_tsm,2.3176,0.0086,8.587,2.0269,0.0228,3.3885,3.8339,4.7074,1.5573,868,2024-02-17
world,empirical_2_bands_equation1,28.1932,0.0359,38.6947,30.1439,2.7668,34.4912,35.2097,35.7127,7.3386,868,2024-02-17
world,empirical_2_bands_equation2,18.0243,0.0234,24.097,19.25,0.6819,21.3106,21.6852,22.0598,4.5017,868,2024-02-17
world,empirical_3_bands_equation1,18.593,0.0128,22.5459,19.2543,9.7879,20.5939,20.8108,21.0787,2.6412,868,2024-02-17
world,empirical_3_bands_equation3,17.8746,0.0194,24.5138,18.7991,5.1417,21.0656,21.453,21.8986,4.0647,868,2024-02-17
world,kd_z90max,1.1318,0.0295,29.9618,0.703,0.4967,0.8798,0.9092,1.1449,2.1072,868,2024-02-17
